emp_no,first_name,last_name,to_date,dept_name
75186,Filipp,Miyakawa,9999-01-01,Sales
75201,Boguslaw,Basagni,9999-01-01,Sales
75277,Arne,Demri,9999-01-01,Sales
75314,Valter,Ranst,9999-01-01,Sales
75370,Kwee,Alameldin,9999-01-01,Sales
75406,Paraskevi,Luca,9999-01-01,Sales
75471,Karoline,Simmen,9999-01-01,Sales
75489,Mani,Begiun,1988-03-07,Sales
75505,Jacopo,Isaac,9999-01-01,Sales
75530,Martial,Beutelspacher,9999-01-01,Sales
75533,Tomoyuki,Coorg,9999-01-01,Sales
75574,Utpal,Melton,9999-01-01,Sales
75592,Gretta,Borstler,1998-09-14,Sales
75640,Bokyung,Pocchiola,9999-01-01,Sales
75668,Sarita,Bratsberg,9999-01-01,Sales
75688,Adamantios,Crooks,9999-01-01,Sales
75699,Toshimi,Uhrig,9999-01-01,Sales
75725,Stella,Rijsenbrij,9999-01-01,Sales
75737,Koldo,Jording,9999-01-01,Sales
75738,Guozhong,Muhlberg,1999-05-05,Sales
75741,Candido,Birsak,9999-01-01,Sales
75748,Xuejia,Varman,1989-07-18,Sales
75840,Unal,Baar,9999-01-01,Sales
75868,Marko,Sadowski,1998-09-30,Sales
75994,Muzhong,Michaeli,9999-01-01,Sales
76078,Hausi,Poehlman,9999-01-01,Sales
76139,Mark,Speer,9999-01-01,Sales
76142,Nikolaos,Ambroszkiewicz,9999-01-01,Sales
76195,Theirry,Honglei,1987-09-02,Sales
76211,Kenton,Hashii,9999-01-01,Sales
76225,Dinkar,Zumaque,9999-01-01,Sales
76232,Georg,Hedayat,1988-10-19,Sales
76247,Mads,Azuma,9999-01-01,Sales
76252,Marco,Khamsi,9999-01-01,Sales
76300,Ranga,Luan,9999-01-01,Sales
76325,Rosalie,Maierhofer,9999-01-01,Sales
76331,Jaroslava,Delgrange,9999-01-01,Sales
76493,Mansur,Oxman,9999-01-01,Sales
76495,Zhonghua,Cangellaris,1995-09-29,Sales
76516,Arnd,Kroll,9999-01-01,Sales
76562,Renee,Basart,9999-01-01,Sales
76566,Tsvetan,Pettit,1993-06-16,Sales
76590,Mats,Bazelow,9999-01-01,Sales
76667,Luisa,Puppe,9999-01-01,Sales
76749,Luise,Raoux,9999-01-01,Sales
76878,Abdelwaheb,Turnbull,9999-01-01,Sales
76937,Shuji,Matzat,1995-09-07,Sales
76977,Sigeru,Stroustrup,1993-03-08,Sales
77081,Rance,Fritzsche,9999-01-01,Sales
77138,Haldun,Karner,9999-01-01,Sales
77144,Gill,Milicia,9999-01-01,Sales
77173,Sachem,Merey,9999-01-01,Sales
77186,Irene,Crooks,9999-01-01,Sales
77201,Kiyotoshi,Butner,9999-01-01,Sales
77214,Fumitake,Kulisch,1994-07-12,Sales
77232,Kinh,Krogh,1996-08-25,Sales
77263,Arto,Keustermans,1996-07-15,Sales
77279,Xuejun,Burnard,9999-01-01,Sales
77297,Wanqing,Zumaque,9999-01-01,Sales
77324,Gila,Isaac,9999-01-01,Sales
77325,Feiyu,Brickell,9999-01-01,Sales
77346,Shir,Walston,9999-01-01,Sales
77481,Kitty,Picel,9999-01-01,Sales
77551,Lansing,Ossenbruggen,9999-01-01,Sales
77568,Erzsebet,Peck,9999-01-01,Sales
77579,Shooichi,Mandelberg,2002-04-20,Sales
77615,Jianwen,Krupka,9999-01-01,Sales
77641,Berni,Nishimukai,9999-01-01,Sales
77689,Abdelkader,Swan,9999-01-01,Sales
77690,Nahum,Thorensen,2001-10-21,Sales
77701,Marie,Kalorkoti,1992-05-07,Sales
77702,Barna,Jiang,9999-01-01,Sales
77786,Munehiro,Vieth,1992-02-11,Sales
77915,Shimshon,Schnelling,9999-01-01,Sales
77942,Nalini,Georgakopoulos,1999-10-08,Sales
77980,Yongmin,Sidje,9999-01-01,Sales
78048,Jaewoo,Jumpertz,9999-01-01,Sales
78111,Teunis,Ushiama,9999-01-01,Sales
78114,Zeljko,Mellouli,1992-06-30,Sales
78116,Tokuyasu,Beerel,9999-01-01,Sales
78189,IEEE,Gischer,1986-12-30,Sales
78251,Subbu,Conti,2000-05-08,Sales
78273,Mona,Verhoeff,9999-01-01,Sales
78327,Tetsushi,Stranks,9999-01-01,Sales
78413,Toshimi,Jenevein,1991-05-13,Sales
78447,Chiranjit,Bahk,9999-01-01,Sales
78508,Val,Pluym,9999-01-01,Sales
78524,Zhiwei,Bahk,9999-01-01,Sales
78573,Berry,Rosiles,9999-01-01,Sales
78649,Gino,Lorys,9999-01-01,Sales
78697,Troy,Stavenow,9999-01-01,Sales
78725,Yakichi,Scallan,1995-08-27,Sales
78745,Subbu,Peris,9999-01-01,Sales
78763,Odinaldo,Kandlur,2000-02-01,Sales
78819,Vojin,Compeau,9999-01-01,Sales
78841,Aloys,Flasterstein,9999-01-01,Sales
78852,Kazunori,Vuskovic,9999-01-01,Sales
78863,Arie,Chinen,9999-01-01,Sales
78888,Shimshon,Lung,9999-01-01,Sales
78932,Yannis,Marquardt,9999-01-01,Sales
78938,Kerhong,Krybus,9999-01-01,Sales
79049,Lijie,Besancenot,2000-07-07,Sales
79073,Almudena,Bhattacharjee,9999-01-01,Sales
79152,Barun,Rubsam,2001-06-02,Sales
79204,Juyoung,Lund,9999-01-01,Sales
79251,Gennady,Taubenfeld,9999-01-01,Sales
79390,Bernt,Shigei,9999-01-01,Sales
79442,Yannis,McClurg,9999-01-01,Sales
79463,Mizuhito,Hennebert,1987-06-01,Sales
79509,Vitaly,Akiyama,9999-01-01,Sales
79538,Elvis,Melton,2001-03-12,Sales
79566,Fumino,Peron,9999-01-01,Sales
79673,Jacqueline,Daescu,2000-01-16,Sales
79683,Narain,Winter,1997-04-15,Sales
79684,JiYoung,Janocha,9999-01-01,Sales
79714,Kiam,Avouris,1992-04-16,Sales
79753,Fabrizio,Thorelli,1993-11-21,Sales
79765,Gonzalo,Danecki,9999-01-01,Sales
79772,Xiaoqiu,Gulik,9999-01-01,Sales
79834,Guiseppe,Wuwongse,9999-01-01,Sales
79910,Gad,Honglei,1988-04-01,Sales
80032,Yurij,Isaac,9999-01-01,Sales
80063,Arie,Hoogerwoord,1989-12-14,Sales
80070,Mana,Thisen,9999-01-01,Sales
80198,Yefim,Anger,9999-01-01,Sales
80224,Reinhard,Zaiane,9999-01-01,Sales
80258,Hirochika,Hiyoshi,1990-02-05,Sales
80270,Fen,Jonsson,9999-01-01,Sales
80332,Behnaam,Masand,9999-01-01,Sales
80429,Prodip,Suermann,9999-01-01,Sales
80466,Takahiro,Bala,9999-01-01,Sales
80620,Filipe,Gischer,9999-01-01,Sales
80665,Angel,Angot,9999-01-01,Sales
80727,Margo,Remmers,1997-09-04,Sales
80744,Badri,Bauknecht,9999-01-01,Sales
80763,Bader,Merro,2000-09-13,Sales
80801,Bluma,Ambroszkiewicz,9999-01-01,Sales
80822,Marsal,Byoun,1986-03-30,Sales
80838,Cheong,Ruemmler,9999-01-01,Sales
80862,Serenella,Improta,9999-01-01,Sales
80864,Radhia,Birnbaum,2000-01-06,Sales
80873,Marsal,Nishimukai,9999-01-01,Sales
80937,Chikako,Jiang,1989-03-08,Sales
80991,Marco,Schreiter,9999-01-01,Sales
81006,Atreye,Pagter,1993-03-05,Sales
81007,Mototsugu,Rande,9999-01-01,Sales
81035,Hsiangchu,Boreale,2000-09-09,Sales
81052,Ziya,Levergood,1997-08-20,Sales
81157,Aleksander,Zykh,2000-05-24,Sales
81189,Serge,Broomell,9999-01-01,Sales
81201,Werner,Knightly,9999-01-01,Sales
81222,Vivian,Homond,1992-07-29,Sales
81303,Ghassan,Berstel,9999-01-01,Sales
81338,Xiaoqiang,Erol,9999-01-01,Sales
81340,Baocai,Poehlman,9999-01-01,Sales
81358,Premal,Quadeer,9999-01-01,Sales
81363,Selwyn,McAffer,1995-01-30,Sales
81408,Atreye,Picaronny,9999-01-01,Sales
81412,Zhenhua,Menyhert,9999-01-01,Sales
81510,Mamdouh,Penttonen,9999-01-01,Sales
81517,Xiong,Reutenauer,9999-01-01,Sales
81527,Arnd,Bouloucos,9999-01-01,Sales
81540,Emran,Manderick,1995-05-12,Sales
81592,Monique,Rehfuss,9999-01-01,Sales
81603,Suzette,Zuberek,9999-01-01,Sales
81636,Tomokazu,Koshiba,1996-09-25,Sales
81717,Toney,Anguita,1994-10-09,Sales
81730,Sergi,DuBourdieux,9999-01-01,Sales
81849,Debatosh,Bednarek,9999-01-01,Sales
81944,Matk,Valtorta,1995-07-11,Sales
81973,Shigenori,Panienski,9999-01-01,Sales
81988,Lene,Pews,9999-01-01,Sales
81998,Mari,Iwayama,9999-01-01,Sales
82027,Henk,Ellozy,9999-01-01,Sales
82052,Lidong,Rahier,9999-01-01,Sales
82107,Gunilla,Heping,9999-01-01,Sales
82110,Vugranam,Gecsel,9999-01-01,Sales
82130,Maia,Nergos,1995-08-01,Sales
82145,Zhongwei,Pagter,9999-01-01,Sales
82263,Vishv,Haumacher,9999-01-01,Sales
82278,Tomokazu,Murillo,9999-01-01,Sales
82309,Hideyuki,Ramsak,9999-01-01,Sales
82324,Ashish,Knightly,9999-01-01,Sales
82367,Miyeon,Halloran,9999-01-01,Sales
82371,Frederique,Erev,9999-01-01,Sales
82385,Sanjai,Biran,9999-01-01,Sales
82391,Mayuko,McAffer,9999-01-01,Sales
82392,Susuma,Beznosov,1997-07-08,Sales
82397,Mart,Peris,9999-01-01,Sales
82458,Barun,Peres,1999-05-28,Sales
82466,Serge,Brookner,1989-08-01,Sales
82573,Genevieve,Berendt,1999-02-11,Sales
82609,Kazuhide,Marzano,1992-11-08,Sales
82614,Hiroyasu,Segond,1996-08-28,Sales
82631,Shunichi,Bugrara,1992-09-09,Sales
82668,Feipei,Menhardt,9999-01-01,Sales
82677,Adil,Decaestecker,1994-09-23,Sales
82761,Mabry,Underwood,9999-01-01,Sales
82875,Domenick,Terekhov,9999-01-01,Sales
82889,Arif,Farrag,1999-06-12,Sales
82956,Sudhanshu,Sundgren,1995-02-25,Sales
82970,Qiwen,Servieres,9999-01-01,Sales
82986,Fumiko,Cools,2000-08-19,Sales
83057,Niteen,Passafiume,9999-01-01,Sales
83071,Nidapan,Ranft,1995-06-20,Sales
83169,Tsz,Buescher,1991-12-18,Sales
83194,Vidar,Bridgland,9999-01-01,Sales
83468,Charlene,Beilner,9999-01-01,Sales
83574,Gonzalo,Masamoto,9999-01-01,Sales
83597,Sajjan,Llado,2001-03-29,Sales
83665,Horward,Knightly,1992-11-07,Sales
83730,Dharmaraja,Lorie,9999-01-01,Sales
83768,Mark,Ariola,9999-01-01,Sales
83778,Premsyl,Nitto,9999-01-01,Sales
83787,Xuejia,Lanzelotte,9999-01-01,Sales
83797,Kazuhisa,Fontan,9999-01-01,Sales
83808,Danel,Setiz,9999-01-01,Sales
83829,Cristinel,Zielinski,9999-01-01,Sales
83850,Mooi,Bugaenko,9999-01-01,Sales
83891,Gopalakrishnan,Falster,1991-04-01,Sales
83977,Masali,Yetim,9999-01-01,Sales
84051,Kirk,Taubman,9999-01-01,Sales
84098,Shalesh,Merle,9999-01-01,Sales
84219,DeForest,Vuskovic,9999-01-01,Sales
84263,Jackson,Henseler,9999-01-01,Sales
84331,Ziyad,Rousseau,9999-01-01,Sales
84340,Moriyoshi,Granlund,9999-01-01,Sales
84370,Fei,Reghbati,9999-01-01,Sales
84621,Weiye,Ducloy,1998-05-13,Sales
84629,Heon,Kaltofen,9999-01-01,Sales
84648,Piyush,Siepmann,1989-10-30,Sales
84662,Sanjeeva,Kalafatis,9999-01-01,Sales
84672,Mihalis,Lamparter,9999-01-01,Sales
84720,Akemi,Champarnaud,9999-01-01,Sales
84747,Yoshinari,Felcyn,9999-01-01,Sales
84821,Magy,Vieri,9999-01-01,Sales
84883,Vishv,Khalil,2001-08-23,Sales
84901,Lucien,Peak,9999-01-01,Sales
84907,Miomir,Smailagic,9999-01-01,Sales
84999,Turgut,Koblitz,9999-01-01,Sales
85017,Falguni,Swiler,1998-09-07,Sales
85028,Ebru,Heydon,9999-01-01,Sales
85079,Shan,Wossner,9999-01-01,Sales
85110,Volkmar,Maquelin,1997-02-05,Sales
85111,Sastry,Kavraki,9999-01-01,Sales
85201,Taiji,Berstel,1992-05-05,Sales
85204,Moni,Silva,9999-01-01,Sales
85215,Along,Detkin,9999-01-01,Sales
85230,Gal,Demke,1999-10-23,Sales
85267,Masaru,Winter,9999-01-01,Sales
85371,Suebskul,Lanphier,9999-01-01,Sales
85406,Serap,Matzke,9999-01-01,Sales
85489,Adas,Zwicker,9999-01-01,Sales
85537,Tzu,Bernatsky,9999-01-01,Sales
85621,Steen,Peha,9999-01-01,Sales
85641,Breannda,Buescher,9999-01-01,Sales
85647,Kristian,Waymire,9999-01-01,Sales
85696,Wuxu,Mitzlaff,9999-01-01,Sales
85719,Satosi,Rosti,9999-01-01,Sales
85725,Khedija,Candan,2001-05-18,Sales
85743,Ramalingam,Wissmann,9999-01-01,Sales
85755,Aloys,Ozeri,9999-01-01,Sales
85776,Dante,Reutenauer,9999-01-01,Sales
85784,Nechama,Cronau,9999-01-01,Sales
85796,Honglan,Boissier,9999-01-01,Sales
85825,Hongzhu,Zedlitz,9999-01-01,Sales
85827,Basant,Schach,9999-01-01,Sales
85861,Roselyn,Reeker,1994-05-30,Sales
85866,Dinkar,Baek,9999-01-01,Sales
85901,Tommaso,Hagimont,9999-01-01,Sales
85939,Xinyu,Schlegelmilch,9999-01-01,Sales
85988,Aiichiro,Brlek,9999-01-01,Sales
86037,Khaled,Badache,2001-10-26,Sales
86071,Premsyl,Kavvadias,9999-01-01,Sales
86252,Mahendra,Selenyi,9999-01-01,Sales
86269,Kristinn,Swift,9999-01-01,Sales
86351,Jackson,Staylopatis,9999-01-01,Sales
86395,Duke,Grospietsch,9999-01-01,Sales
86399,Guozhong,Baek,1996-03-08,Sales
86403,Arto,Vickson,2001-12-09,Sales
86523,Shakhar,Bolotov,1992-07-30,Sales
86549,Ute,Itzfeldt,1999-10-15,Sales
86608,Honglan,Shigei,9999-01-01,Sales
86612,Yuchang,McAffer,9999-01-01,Sales
86626,Sashi,Polajnar,9999-01-01,Sales
86654,Jeane,Taubenfeld,9999-01-01,Sales
86754,Guadalupe,Vigier,9999-01-01,Sales
86776,Palash,Danecki,9999-01-01,Sales
86788,Golgen,Saoudi,9999-01-01,Sales
86824,Constantine,Motley,1990-11-11,Sales
86831,KayLiang,Nanard,9999-01-01,Sales
86853,Dhritiman,Giveon,1999-02-04,Sales
86948,Rosita,Swan,9999-01-01,Sales
87001,Sanjit,Maquelin,1995-01-03,Sales
87030,Shmuel,Prenel,9999-01-01,Sales
87059,Girolamo,Leuchs,9999-01-01,Sales
87060,Willard,Birdsall,9999-01-01,Sales
87115,Charlene,Zyda,9999-01-01,Sales
87137,Aluzio,Tsunoo,9999-01-01,Sales
87161,Ennio,Sudkamp,9999-01-01,Sales
87202,Hatem,Coors,9999-01-01,Sales
87234,Boriana,Mungall,9999-01-01,Sales
87246,Boaz,Melichar,9999-01-01,Sales
87266,Aral,Stafford,1994-08-18,Sales
87274,Hilari,Gide,9999-01-01,Sales
87347,Kazuhiko,Katalagarianos,1995-03-25,Sales
87366,Aria,Rubsam,1995-05-22,Sales
87372,Maren,Stellhorn,9999-01-01,Sales
87374,Sampalli,Maraist,9999-01-01,Sales
87526,Turgut,Lanphier,9999-01-01,Sales
87534,Golgen,Apsitis,1995-10-18,Sales
87603,Mostafa,Hellwagner,1987-09-25,Sales
87697,Sanjoy,Luit,9999-01-01,Sales
87711,Willard,Dulay,1989-10-28,Sales
87751,Lakshmi,Frolund,9999-01-01,Sales
87806,Khatoun,Shokrollahi,9999-01-01,Sales
87851,Aloys,Asser,9999-01-01,Sales
87852,Nikolaos,Pokrovskii,9999-01-01,Sales
87869,Alassane,Luit,2000-07-28,Sales
87877,Sampalli,Undy,1992-07-10,Sales
87992,Moriyoshi,Iivonen,9999-01-01,Sales
88010,Prodip,Ventosa,9999-01-01,Sales
88013,Frederique,Vasanthakumar,2000-06-23,Sales
88032,Urs,Serra,9999-01-01,Sales
88080,Mack,Heuser,9999-01-01,Sales
88190,Lech,Radivojevic,1999-10-29,Sales
88247,Marjo,Fasbender,1998-03-14,Sales
88269,Demin,Kaelbling,9999-01-01,Sales
88299,Kazunori,Vidal,1996-11-04,Sales
88340,Gad,Fiutem,9999-01-01,Sales
88354,Lijia,Jiafu,9999-01-01,Sales
88401,Evgueni,Eiter,9999-01-01,Sales
88408,Rasiah,Skrikant,9999-01-01,Sales
88544,Yannik,Gilg,9999-01-01,Sales
88600,Bernd,Ranze,9999-01-01,Sales
88629,Mayuko,Acton,2000-05-13,Sales
88754,Garnet,Thorensen,9999-01-01,Sales
88776,Bedir,Kaiser,9999-01-01,Sales
88806,Laurentiu,Ernst,9999-01-01,Sales
88811,Filipp,Ghazalie,2002-06-10,Sales
88855,Bojan,Zweizig,1999-11-08,Sales
88938,Rosine,Detkin,9999-01-01,Sales
88975,Miomir,Baak,9999-01-01,Sales
89022,Atilio,Orlowski,9999-01-01,Sales
89026,Rafols,Siprelle,9999-01-01,Sales
89051,Demos,Ritzmann,9999-01-01,Sales
89074,Dmitry,Chandrasekhar,9999-01-01,Sales
89154,Dietrich,Isaak,9999-01-01,Sales
89179,Weijing,Kranzdorf,9999-01-01,Sales
89265,Munir,Gopalakrishnan,9999-01-01,Sales
89275,Menkae,Jonsson,9999-01-01,Sales
89379,Akeel,Bisiani,1999-10-06,Sales
89381,Paraskevi,Anily,9999-01-01,Sales
89425,Chandrasekaran,Baba,9999-01-01,Sales
89480,Palash,Angelov,1997-05-27,Sales
89567,Kankanahalli,Masand,9999-01-01,Sales
89573,Ute,Varley,9999-01-01,Sales
89640,Sreekrishna,Muhling,1993-11-19,Sales
89690,Sukumar,Back,1992-12-31,Sales
89760,Mandell,Ducloy,9999-01-01,Sales
89767,Minghong,Bonifati,2001-05-23,Sales
89776,Seongbae,Remmers,9999-01-01,Sales
89825,Ingmar,Isard,1986-08-13,Sales
89887,Zhonghui,Munro,9999-01-01,Sales
90051,Venkatesan,Benzmuller,1992-11-27,Sales
90052,Gill,Cangellaris,9999-01-01,Sales
90078,Susuma,Champarnaud,1991-02-09,Sales
90122,Taisook,Halevi,9999-01-01,Sales
90306,Gully,Cangellaris,1993-03-02,Sales
90329,Palash,Renear,9999-01-01,Sales
90390,Marko,Kadhim,1994-06-30,Sales
90403,Yucel,Gilg,2000-04-24,Sales
90428,Niranjan,Braunschweig,1999-04-23,Sales
90497,Radoslaw,Dulin,1995-03-01,Sales
90519,Syozo,Rodite,9999-01-01,Sales
90637,Kauko,Kusakabe,9999-01-01,Sales
90714,Boriana,Manderick,9999-01-01,Sales
90748,Monique,Giveon,1993-10-16,Sales
90749,Martins,Vesna,9999-01-01,Sales
90776,Bouchung,Skrikant,2001-08-14,Sales
90812,Marie,Thibadeau,9999-01-01,Sales
90857,Kish,Thisen,9999-01-01,Sales
90862,Masadi,Billingsley,9999-01-01,Sales
90880,Prodip,Einsfeld,9999-01-01,Sales
90931,Sadun,Rousseau,9999-01-01,Sales
90936,Xinglin,Yavatkar,9999-01-01,Sales
91032,Karsten,Tetzlaff,1989-10-22,Sales
91058,Weijing,Litzkow,9999-01-01,Sales
91080,Parviz,Skogmar,9999-01-01,Sales
91093,Josyula,Luders,9999-01-01,Sales
91113,Goncalo,Begiun,9999-01-01,Sales
91139,Gererd,Quittner,9999-01-01,Sales
91150,Kwee,Schaad,9999-01-01,Sales
91187,Shigehito,Falby,9999-01-01,Sales
91202,Yonghong,Zlotek,1991-08-16,Sales
91225,Pranjal,Mamelak,9999-01-01,Sales
91265,Somnath,Ohori,9999-01-01,Sales
91280,Surveyors,Conte,1994-03-14,Sales
91310,Gaurav,Kakkad,1992-12-01,Sales
91325,Phillip,Beutelspacher,9999-01-01,Sales
91382,Oksana,Puppe,2001-04-26,Sales
91420,Jacqueline,Suppi,9999-01-01,Sales
91429,Shaunak,Pollock,9999-01-01,Sales
91452,Nevio,Flasterstein,9999-01-01,Sales
91475,Pranay,Raczkowsky,9999-01-01,Sales
91496,Sven,Casperson,9999-01-01,Sales
91506,Lillian,Isaac,1999-06-06,Sales
91517,Serif,Hofstetter,2001-01-06,Sales
91521,Akeel,Murthy,9999-01-01,Sales
91566,Hongzue,Rohrbach,9999-01-01,Sales
91602,Jackson,Weedman,2000-12-28,Sales
91637,Gino,Menhoudj,9999-01-01,Sales
91675,Parke,Wrigley,9999-01-01,Sales
91756,Xiaobin,Vandervoorde,2001-11-18,Sales
91774,Hugo,Pietracaprina,9999-01-01,Sales
91891,Mariusz,Peac,1992-05-14,Sales
92063,Deniz,Olivero,9999-01-01,Sales
92145,Marl,Schueller,9999-01-01,Sales
92157,Ioana,Matzel,9999-01-01,Sales
92244,Vojin,Gadepally,1999-07-16,Sales
92323,Florina,Azuma,9999-01-01,Sales
92359,Berto,Hanratty,1992-05-02,Sales
92415,Zorica,Lemarechal,9999-01-01,Sales
92592,Kirk,Lorho,9999-01-01,Sales
92754,Yucai,Kushnir,1996-08-01,Sales
92797,Shalesh,Ligten,1998-05-05,Sales
92802,Alair,Luks,9999-01-01,Sales
92804,Tonny,Roison,2001-06-15,Sales
92878,Phule,Birjandi,9999-01-01,Sales
92898,Gil,Ghazalie,9999-01-01,Sales
92914,Murthy,Vecchi,1995-03-03,Sales
92922,Aluzio,Eiter,1990-05-12,Sales
92965,Weiye,Salinas,9999-01-01,Sales
92987,Kiyotoshi,Emden,9999-01-01,Sales
93001,Kersti,Pusterhofer,9999-01-01,Sales
93038,Chenyi,Michaeli,9999-01-01,Sales
93080,Amstein,Heering,9999-01-01,Sales
93130,Kwun,Neimat,9999-01-01,Sales
93150,Piyush,Papsdorf,9999-01-01,Sales
93161,Giao,Garrabrants,9999-01-01,Sales
93197,Arie,Magliocco,9999-01-01,Sales
93203,Danel,Zizka,9999-01-01,Sales
93221,Sanjit,McDermid,9999-01-01,Sales
93241,Juichirou,Borstler,9999-01-01,Sales
93254,Shigeo,Cichocki,9999-01-01,Sales
93302,Mohammad,Porenta,1990-12-06,Sales
93321,Masako,Nivat,9999-01-01,Sales
93329,Shirish,Anily,9999-01-01,Sales
93344,Bernardo,Escriba,9999-01-01,Sales
93357,Padma,Prochazka,9999-01-01,Sales
93366,Heejo,Schach,9999-01-01,Sales
93404,Shuzo,Willoner,1994-06-03,Sales
93412,Sivanarayana,Sinicrope,9999-01-01,Sales
93416,Naftaly,Flowers,9999-01-01,Sales
93430,Golgen,Baar,9999-01-01,Sales
93433,Abdelkader,Tchuente,9999-01-01,Sales
93450,Jiakeng,Kieras,9999-01-01,Sales
93520,Angel,Unni,9999-01-01,Sales
93539,Stevo,Heystek,9999-01-01,Sales
93551,Sanjay,Shrader,9999-01-01,Sales
93576,Xuedong,Thorensen,9999-01-01,Sales
93611,Mizuhito,Gronowski,9999-01-01,Sales
93634,Dietrich,Chelton,9999-01-01,Sales
93662,Mong,Marwedel,1998-10-22,Sales
93722,Tetsurou,Kavraki,9999-01-01,Sales
93742,Shay,Ushiama,9999-01-01,Sales
93763,Kazuhisa,Jullig,9999-01-01,Sales
93903,Filipe,Capobianchi,1995-06-23,Sales
93928,Tomoyuki,Axelband,9999-01-01,Sales
93932,Giap,Parveen,9999-01-01,Sales
93938,Boutros,Veeraraghavan,2002-01-04,Sales
93960,Xianlong,Seghrouchni,9999-01-01,Sales
93989,Troy,Strooper,2001-08-16,Sales
94008,Sumali,Itzfeldt,9999-01-01,Sales
94042,Yonghoan,Bruckman,9999-01-01,Sales
94164,Frazer,Naumovich,9999-01-01,Sales
94172,Ronnie,Bage,9999-01-01,Sales
94210,Ekawit,Pouyioutas,1985-12-22,Sales
94250,Jianhao,Falby,1993-01-06,Sales
94287,Kiyokazu,Buchter,9999-01-01,Sales
94332,Teiji,Sudbeck,9999-01-01,Sales
94405,Ramalingam,Escriba,1998-05-02,Sales
94410,Iara,Schieder,9999-01-01,Sales
94425,Kersti,Nergos,9999-01-01,Sales
94462,Sadegh,Lukaszewicz,9999-01-01,Sales
94658,Basil,Kaelbling,9999-01-01,Sales
94680,Teruyuki,Baja,9999-01-01,Sales
94749,Brewster,Schlenzig,1996-09-07,Sales
94775,Moie,Kilgore,9999-01-01,Sales
94818,Yuuichi,Perly,1993-12-27,Sales
94833,Miyeon,Kleiser,9999-01-01,Sales
94871,Kasidit,Chenney,9999-01-01,Sales
94914,Ranan,Preusig,9999-01-01,Sales
95281,Kensyu,Savasere,9999-01-01,Sales
95317,Srinidhi,Rosis,1997-02-09,Sales
95322,Remzi,Demizu,9999-01-01,Sales
95346,Jouko,Heering,9999-01-01,Sales
95362,Yonghong,Zyda,9999-01-01,Sales
95366,Hyuncheol,Gadepally,1995-04-10,Sales
95405,Phillip,Ellozy,9999-01-01,Sales
95428,Shuzo,Conde,2001-12-19,Sales
95470,Roddy,Gajiwala,9999-01-01,Sales
95505,Tsz,Cooley,9999-01-01,Sales
95549,Arun,Sooriamurthi,9999-01-01,Sales
95601,Vincent,Guting,9999-01-01,Sales
95639,Maja,Schapire,1996-07-26,Sales
95670,Shaleah,Krybus,9999-01-01,Sales
95739,Lubomir,Syang,1993-04-16,Sales
95808,Zengping,Kobara,1993-12-26,Sales
95883,Eirik,Koshiba,1987-07-05,Sales
95902,Adin,Mikschl,1991-11-13,Sales
95943,Guozhong,Luit,1997-04-25,Sales
95999,Owen,Murillo,2000-07-12,Sales
96084,Hauke,Piazza,9999-01-01,Sales
96109,Jasminko,Chappelet,9999-01-01,Sales
96122,Muzhong,Onuegbe,9999-01-01,Sales
96200,Udaiprakash,Sudkamp,1998-01-11,Sales
96278,Dipankar,Deyuan,1999-07-02,Sales
96314,Anneke,Birjandi,1987-08-13,Sales
96521,Gro,Imataki,9999-01-01,Sales
96556,Guttorm,Penn,9999-01-01,Sales
96562,Abdulah,Ghemri,9999-01-01,Sales
96617,Shirish,Peak,9999-01-01,Sales
96630,Danai,Porenta,9999-01-01,Sales
96648,Josyula,Perez,9999-01-01,Sales
96719,Maren,Detkin,1988-06-02,Sales
96753,Claude,Giveon,9999-01-01,Sales
96769,Arun,Parascandalo,9999-01-01,Sales
96770,Shirish,Solovay,1997-06-21,Sales
96846,Tran,Merel,1990-05-16,Sales
96902,Khalil,Ozeki,1998-11-21,Sales
96907,Masamitsu,Hiraishi,9999-01-01,Sales
96911,Hirochika,Jeansoulin,9999-01-01,Sales
96958,Shaowen,Shihab,9999-01-01,Sales
96969,Chinhyun,Fraisse,1989-06-25,Sales
96989,Youpyo,Shobatake,9999-01-01,Sales
97026,Aimee,Poulakidas,1992-03-23,Sales
97135,Mechthild,Underwood,1996-08-31,Sales
97221,Martina,Anick,2002-07-19,Sales
97240,Yongmin,Krogh,9999-01-01,Sales
97340,Vishu,Hiyoshi,9999-01-01,Sales
97466,Valdiodio,Marwedel,9999-01-01,Sales
97468,Ramalingam,Barvinok,1996-07-25,Sales
97492,Dante,Schnabel,9999-01-01,Sales
97508,Pantung,Garnier,1994-08-08,Sales
97523,Bikash,Suppi,9999-01-01,Sales
97577,Masato,Perna,9999-01-01,Sales
97648,Suvo,Kornyak,9999-01-01,Sales
97654,Martijn,Wynblatt,2000-05-15,Sales
97666,Spyrose,Alencar,1986-10-16,Sales
97677,Taegyun,Poulakidas,9999-01-01,Sales
97695,Sreekrishna,Fendler,9999-01-01,Sales
97723,Gou,Mapelli,9999-01-01,Sales
97726,Guther,Veevers,9999-01-01,Sales
97745,Aleksandar,Heijenga,1998-10-18,Sales
97770,Horward,Keustermans,9999-01-01,Sales
97781,Divine,Neimat,9999-01-01,Sales
97808,Dharmaraja,Bolotov,2001-03-26,Sales
97848,Takanari,Unni,9999-01-01,Sales
97870,Leah,Socorro,9999-01-01,Sales
